nproyecto,nrecurso
"Mirna Therapeutics, Inc.",55831-98837-IN
Manantial,72383-17532-ON
La Productora,42774-92662-AH
STMicroelectronics N.V.,67296-7248-OI
Fertón,39366-30254-KB
"Entergy Louisiana, Inc.",36381-23677-KJ
"Sierra Oncology, Inc.",81162-84323-MG
Victoria,63252-10692-HK
Pullalli,17055-27568-BO
Enel Generacion Chile S.A.,43312-11371-BA
Diana Shipping inc.,97458-51794-EA
CMP - Boquerón Chañar,97166-24292-NA
Can Can,64399-43000-FA
Los Bronces,153-10088-AD
"Western New England Bancorp, Inc.",35809-97906-NM
BlackRock Municipal Target Term Trust Inc. (The),15720-74739-FJ
"Ellie Mae, Inc.",16542-49114-OF
Jerónimo,44358-41944-NF
Applied DNA Sciences Inc,40356-61401-BL
"Commercial Vehicle Group, Inc.",45297-34184-FA
Virco Manufacturing Corporation,19939-59885-DB
"First Financial Bankshares, Inc.",26355-46982-AL
PowerShares Golden Dragon China Portfolio,12493-74718-JB
Nuveen Municipal High Income Opportunity Fund,82897-9942-BK
"Biocept, Inc.",97952-14786-DI
Esterline Technologies Corporation,87178-37845-GI
"Hub Group, Inc.",33988-6800-LE
III de Atacama Minerals - Aguas Blancas,91515-76316-LM
Celite - Tana,51131-67431-GE
Suncor EnergyInc.,32277-49259-IN
Moog Inc.,21292-69105-DD
Container Store (The),38930-53098-JK
West Corporation,77024-74120-GF
Nuveen AMT-Free Municipal Value Fund,14274-79333-MB
AdvisorShares Market Adaptive Unconstrained Income ETF,47491-46884-LB
Credit Acceptance Corporation,87977-31734-GI
El Soldado,43553-82493-KD
Old Republic International Corporation,8915-6257-OB
Andes Travertine,44859-83911-JK
Nuveen Energy MLP Total Return Fund,85942-16529-BK
Mackinac Financial Corporation,87799-699-IL
Peckett,92147-74186-BF
La Picarda,98861-22206-HB
Escondida,38666-93798-DL
Orbotech Ltd.,70111-80732-GK
ENGlobal Corporation,73106-64343-BD
Gabriela Mistral,89836-63017-MG
Entegra Financial Corp.,66683-41739-BM
"CatchMark Timber Trust, Inc.",61897-41094-ME
"Western Refining Logistics, LP",4815-13397-FB
"Western New England Bancorp, Inc.",78949-54160-ID
"FairPoint Communications, Inc.",39025-5476-NO
Nuveen Michigan Quality Municipal Income Fund,95185-10306-MF
Sierra Gorda,57266-54779-AF
"Arista Networks, Inc.",76788-85000-MG
Bright Scholar Education Holdings Limited,12030-92526-JD
Imax Corporation,71737-1937-MN
"Pinnacle Financial Partners, Inc.",83941-65010-AA
La Coipa,4002-45748-AH
"International Seaways, Inc.",19581-23680-FI
Zion Oil & Gas Inc,49826-97671-MB
Navío,58093-63663-JE
B.O.S. Better Online Solutions,42422-28336-OB
Global Partner Acquisition Corp.,25449-55141-NM
"Aspen Technology, Inc.",5391-36850-MF
CoreSite Realty Corporation,931-4919-FI
Tranquilo,63404-38691-NN
Orbotech Ltd.,67316-6107-JB
Costamare Inc.,33665-44825-EL
Great Elm Capital Corp.,82966-4840-ND
PowerShares Golden Dragon China Portfolio,64978-4492-MO
"Investors Bancorp, Inc.",79136-17985-NF
"CenterPoint Energy, Inc.",16784-92938-BA
Romeral,6660-6455-AB
"Urban One, Inc. ",56251-13926-OF
"Pinnacle Financial Partners, Inc.",22601-68374-AJ
BlackRock Municipal Target Term Trust Inc. (The),12975-17206-AK
"CenterPoint Energy, Inc.",88291-98749-DE
"German American Bancorp, Inc.",14362-89897-FI
"Biocept, Inc.",71885-73655-FE
Isla Riesco,92422-59669-EH
EPR Properties,23447-91181-FI
Refugio,87504-53545-MK
Cordillera - Tenardita,72179-20709-KK
SQM - Pedro de Valdivia,18165-51414-IO
Bright Scholar Education Holdings Limited,22517-36916-KA
"Ocular Therapeutix, Inc.",53754-27737-GE
Don Alberto,70076-4028-IJ
Bronce de Petorca,26656-88336-FN
SQM - Pedro de Valdivia,73727-80549-DN
"HD Supply Holdings, Inc.",82360-15262-ME
"Aspen Technology, Inc.",18143-68222-HA
Talcuna,9207-42579-FA
Caserones,93185-70470-BG
Isla Riesco,76120-33407-NO
"Hurco Companies, Inc.",86266-81420-DM
Vina Concha Y Toro,20610-17990-LL
"Silicon Laboratories, Inc.",20162-72188-KG
First Trust Multi-Asset Diversified Income Index Fund,83558-51819-LB
"Littelfuse, Inc.",78227-83842-ON
Yahoo! Inc.,35633-31507-OH
EQT Corporation,19109-77748-DK
CMP - El Laco,1744-67629-JB
Nabriva Therapeutics AG,59799-5910-LB
AdvisorShares Market Adaptive Unconstrained Income ETF,13273-12773-BB
Gabriela Mistral,82067-85575-NI
Pirquitas,26236-41346-FJ
CMP - Romeral,47968-50458-LE
Inacesa - El Way,35742-82233-AH
PureFunds ETFx HealthTech ETF,93833-15488-BN
Toll Brothers Inc.,91082-27460-AH
Pascua,85183-66686-BI
Jerónimo,27185-79030-FB
"Tootsie Roll Industries, Inc.",59136-67808-NJ
El Tesoro,5155-99935-LG
Navío,27911-94597-JG
"Pinnacle Financial Partners, Inc.",57457-99604-MO
Crawford & Company,12975-26522-ON
"Ocular Therapeutix, Inc.",72334-45367-KH
"Pinnacle Financial Partners, Inc.",89810-21942-DF
Urstadt Biddle Properties Inc.,2445-12486-ND
Cerro Imán,24869-63218-DM
Cerro Blanco,69952-51955-KG
Ojos del Salado,37587-8826-BB
Cabot Corporation,2852-40682-FI
Northrop Grumman Corporation,44472-63717-FI
El Soldado,34914-17362-HD
Zion Oil & Gas Inc,36354-37453-DJ
Cambrex Corporation,70822-55300-AB
Park-Ohio Holdings Corp.,33982-65174-FI
Navío,45980-65561-NO
El Teniente,37824-53928-EB
Cummins Inc.,67704-77204-GL
Nuveen Connecticut Quality Municipal Income Fund,38913-74990-NJ
Terreno Realty Corporation,95357-91036-EI
"Biocept, Inc.",22337-61957-LH
Julia,47699-2007-EK
Montecristo,4565-71111-FF
"Urban One, Inc. ",45870-54456-BK
CMP - Romeral,1184-45396-FN
Diana Shipping inc.,51498-87128-EH
EPR Properties,51702-50611-BJ
Cerro Blanco,50323-87019-LB
Walter Investment Management Corp.,59564-59291-BI
Yelp Inc.,75313-44017-FF
BRF S.A.,37083-58599-GA
"Financial Engines, Inc.",86688-32466-AJ
Natl Westminster Pfd,16015-18169-GF
"Entergy Louisiana, Inc.",86850-65333-LA
SQM - María Elena,85223-25087-KA
El Volcán,82172-21112-BL
Novelion Therapeutics Inc.,96239-38203-JN
"Avenue Therapeutics, Inc.",30388-58491-GG
Lomas Bayas,78056-50433-GA
Arenal,6881-48944-DI
"Texas Capital Bancshares, Inc.",32193-74168-BI
Unisys Corporation,68968-59743-BE
HollyFrontier Corporation,30813-63354-BF
Kraton Corporation,22327-96041-DH
"Diamond Hill Investment Group, Inc.",46404-47492-MD
Voya Global Equity Dividend and Premium Opportunity Fund,32320-23026-GB
The Community Financial Corporation,46296-53674-BG
"LM Funding America, Inc.",74480-52991-FD
Quebrada Blanca,68116-42546-GM
"Commerce Bancshares, Inc.",34532-14839-GA
JM Global Holding Company,17151-18142-ML
Isla Riesco,47420-31763-EK
Special Opportunities Fund Inc.,36632-30475-IB
L.B. Foster Company,75761-97368-BB
CMP - El Laco,19556-6054-HD
Manantial,42590-94670-KB
Silicon Motion Technology Corporation,6908-51493-MJ
Esperanza,23402-44156-KH
Trongol,8150-12795-FA
"SeaChange International, Inc.",69187-93343-ME
Applied DNA Sciences Inc,14562-66753-KJ
Nuveen Floating Rate Income Fund,48613-65452-MH
Fidus Investment Corporation,3545-66576-DJ
Carola,58938-96459-BB
American Homes 4 Rent,61981-52901-IK
"Apple Hospitality REIT, Inc.",7201-9502-EJ
Silvercrest Asset Management Group Inc.,79027-8331-DD
West Corporation,76166-81079-BI
"H&R Block, Inc.",39905-91822-EO
Cóndor,49831-85501-HH
Westpac Banking Corporation,11138-47863-JB
Guanaco,68591-75379-NB
Marte Lobo,77795-61581-DB
DRDGOLD Limited,13017-97374-JM
"Recon Technology, Ltd.",33096-44950-MG
"ILG, Inc",27433-4681-AL
Nuveen Connecticut Quality Municipal Income Fund,35192-5792-JD
Pinatolca,64403-98281-NJ
"Nutanix, Inc.",21429-72858-BA
Celite - Carol,69524-58697-DD
Mantos de la Luna,57828-23864-DJ
San José,33153-34643-GJ
"RiverNorth Opportunities Fund, Inc.",17730-90646-LH
La Picarda,67334-78809-OA
Great Elm Capital Corp.,92509-30409-BB
First Trust South Korea AlphaDEX Fund,82445-49671-BB
Global Partner Acquisition Corp.,88546-88344-EI
Tuina,22123-51763-NJ
Punitaqui,99358-57535-JE
"UMH Properties, Inc.",43435-25211-HM
West Corporation,79232-43286-OI
"Cyclacel Pharmaceuticals, Inc.",30266-6881-LN
PIMCO Dynamic Credit and Mortgage Income Fund,28083-20924-EN
Kraton Corporation,72896-28274-LD
Inacesa - El Jilguero,92055-90390-ON
"Cyclacel Pharmaceuticals, Inc.",60096-65531-HL
"MiMedx Group, Inc",44571-2278-LM
Patriot National Bancorp Inc.,22706-39130-IO
"India Fund, Inc. (The)",25918-73975-NI
Radomiro Tomic,11979-85407-AN
Chimberos,21900-54416-ON
Arch Capital Group Ltd.,34715-34041-GD
"Silicon Laboratories, Inc.",11544-54946-BD
VictoryShares US 500 Enhanced Volatility Wtd ETF,91994-77449-JE
Central Garden & Pet Company,15378-11314-JL
Pucobre,96436-11686-JD
Garrison Capital Inc.,23722-26855-MN
Neff Corporation,65439-37132-OA
"Safe Bulkers, Inc",83752-46159-BB
Las Cenizas,47704-41537-AL
Great Elm Capital Corp.,39261-62140-HN
BLDRS Asia 50 ADR Index Fund,12512-73801-AB
U.S. Energy Corp.,57696-54405-DM
Stamps.com Inc.,50231-32746-DM
Urstadt Biddle Properties Inc.,36303-93449-GN
Delta,18536-35339-NN
Pascua,64725-53950-IA
"MiMedx Group, Inc",47925-76853-HM
"Sportsman's Warehouse Holdings, Inc.",44188-64885-BH
SQM - Nueva Victoria,95185-50431-AJ
R.R. Donnelley & Sons Company,50517-40225-LF
Algorta,22210-34937-FB
CMP - Romeral,20754-59517-HM
Randgold Resources Limited,8713-50870-BJ
Manantial,70709-91923-MK
Celgene Corporation,87013-88040-OG
Altamira,29761-47564-NE
"Appliance Recycling Centers of America, Inc.",66704-31663-EM
3M Company,72307-29874-GI
"Pepsico, Inc.",27865-7605-BG
iShares MSCI EM ESG Optimized ETF,18732-82377-JJ
La Perla,21918-67851-BM
Urstadt Biddle Properties Inc.,69073-85859-BF
First Trust Multi-Asset Diversified Income Index Fund,74073-60842-JB
Bed Bath & Beyond Inc.,98259-56194-AO
"Spark Energy, Inc.",4757-6107-GN
"Argos Therapeutics, Inc.",89642-89860-LI
Cosayach - Soledad,27126-2287-HO
Tres Valles,12555-31836-KE
Las Cenizas,55102-21492-JG
"Enanta Pharmaceuticals, Inc.",40696-50519-LK
Orbotech Ltd.,20749-6420-BN
Isla Guarello,40441-34112-IN
Las Arenitas,66709-1060-GH
Novanta Inc.,21764-41510-KA
"National American University Holdings, Inc.",91037-11969-LB
"Impax Laboratories, Inc.",54383-66046-AM
Antucoya,79592-57624-LM
"CatchMark Timber Trust, Inc.",67152-55826-DN
Kopin Corporation,94256-37508-BH
"Ocular Therapeutix, Inc.",99810-52294-EB
"Entergy Louisiana, Inc.",89169-9020-BB
Cummins Inc.,49261-72131-MB
Pucobre,30873-71324-AB
Envision Healthcare Corporation,21324-93505-AO
Zaldívar,64617-44900-BK
Ministro Hales,58185-92629-NO
"Destination XL Group, Inc.",98221-93685-JD
"Chunghwa Telecom Co., Ltd.",16606-63168-GL
Marte Lobo,71796-52097-BF
"Littelfuse, Inc.",18201-29538-JJ
Laguna Siren,90498-10778-BB
Pampa Camarones,57106-30025-BB
Silvercrest Asset Management Group Inc.,56283-10386-BL
Natl Westminster Pfd,52931-9133-BE
Isla Riesco,53117-91109-AH
"Financial Engines, Inc.",24464-90187-MA
"Spark Energy, Inc.",17299-20052-IB
3M Company,66166-66369-BB
E.I. du Pont de Nemours and Company,91950-12304-KH
CMP - Boquerón Chañar,67000-5822-GD
Great Elm Capital Corp.,70021-34385-AD
María Elisa,5879-99854-LI
Guanaco,98331-20468-BM
Park-Ohio Holdings Corp.,27844-95763-MI
Radomiro Tomic,21569-63014-IG
El Tesoro,66475-14817-OI
Pirquitas,77134-45299-BB
"India Fund, Inc. (The)",71149-66792-FE
Gladstone Commercial Corporation,92851-36266-MB
Tres Valles,51037-16801-BB
Carvana Co.,71415-20888-JO
Coirón,64747-9598-DE
Spence,66499-94637-MK
"FSB Bancorp, Inc.",36242-22509-EA
Chimberos,30920-89900-JO
"UMH Properties, Inc.",31196-20202-FB
Colico Sur,80719-24560-AK
"The Travelers Companies, Inc.",2640-36501-ME
West Corporation,13802-92144-GH
"Recon Technology, Ltd.",4217-83514-BF
El Soldado,40208-54131-EH
Cabot Corporation,42266-9587-OD
Cerro Negro,3168-53391-AL
"Commerce Bancshares, Inc.",15694-33756-KA
Caupolicán,70710-38687-IB
Refugio,23601-25300-JN
SQM - Pedro de Valdivia,69837-2859-NM
Tranquilo,54125-35278-ID
United Microelectronics Corporation,67224-35149-KF
San José,3018-4555-BA
"SolarEdge Technologies, Inc.",54824-21799-BL
BlackRock Municipal Target Term Trust Inc. (The),37915-19996-IN
ACF - Lagunas,52194-24730-MK
Tata Motors Ltd,12010-57449-LL
SQM Salar,63507-18423-FA
El Teniente,11906-49329-EB
Alliance National Municipal Income Fund Inc,545-99561-II
Cohen & Steers Reit and Preferred Income Fund Inc,83785-97894-AJ
Peckett,75844-76635-DO
"Recon Technology, Ltd.",18396-43931-EN
HollyFrontier Corporation,68564-39234-EH
"Tootsie Roll Industries, Inc.",87662-90118-DD
Los Pelambres,75299-79037-AF
"Midland States Bancorp, Inc.",71945-56886-BH
American Homes 4 Rent,51425-43112-IL
CMP - Romeral,65188-42661-OH
Great Plains Energy Inc,81816-10484-FN
Los Bronces,78424-99326-HG
Esterline Technologies Corporation,54329-35415-MK
"Under Armour, Inc.",63356-41101-LO
"Silicon Laboratories, Inc.",95995-54085-LK
Kite Realty Group Trust,3262-83238-OJ
Caleta El Cobre,46871-38331-BM
"RiverNorth Opportunities Fund, Inc.",38405-93109-IL
United States Cellular Corporation,35384-84855-MK
Lota,41446-40903-JG
"Zynerba Pharmaceuticals, Inc.",53652-15221-LF
El Salvador,17883-80465-BN
"ILG, Inc",94934-1646-HB
Del Fierro,19204-55283-IJ
"Taiwan Fund, Inc. (The)",60546-146-BM
Western Asset Bond Fund,90716-23574-BL
Vina Concha Y Toro,18371-29495-NJ
Bright Scholar Education Holdings Limited,50683-46473-JI
Nuveen AMT-Free Municipal Value Fund,76479-52972-NE
"PrivateBancorp, Inc.",17144-1043-KN
Kraton Corporation,59339-83916-LF
Isla Guarello,31768-21147-KF
Cerro Negro,41409-83430-GD
Cambrex Corporation,68467-57916-OA
U.S. Energy Corp.,16201-40335-MA
Torchmark Corporation,58408-76660-DM
Elenita,53383-43706-LL
First Trust South Korea AlphaDEX Fund,65379-75437-AM
Regal Entertainment Group,52700-8985-ON
Galectin Therapeutics Inc.,46575-76341-NB
Nabriva Therapeutics AG,20724-52182-ND
"Chunghwa Telecom Co., Ltd.",22658-32684-BB
Great Elm Capital Corp.,68993-4780-MJ
La Marcelina,3572-6605-AK
Intracampos,41343-63131-JD
"FTI Consulting, Inc.",61659-87709-HM
Flor de Los Andes,77370-69897-IH
III de Atacama Minerals - Aguas Blancas,60492-43072-EI
Esperanza,57790-76991-MB
Texas Pacific Land Trust,16937-55177-BM
"Kayne Anderson Energy Total Return Fund, Inc.",44031-27027-DM
III de Atacama Kozan,34873-36118-OH
"Littelfuse, Inc.",37914-30229-DO
"Hurco Companies, Inc.",42792-86793-HK
SQM - Nueva Victoria,24993-50010-HL
Comcast Corporation,67772-74981-MO
Catamutún,32173-43255-DG
Punta de Lobos - Kanita,21980-90493-HG
"Westbury Bancorp, Inc.",25976-76819-FG
"Taiwan Fund, Inc. (The)",53551-23512-GJ
Lions Gate Entertainment Corporation,55047-42093-HE
"Mid-America Apartment Communities, Inc.",68485-64128-LM
Chimberos,71644-8441-DH
Andes Travertine,98950-18220-MF
Silvercrest Asset Management Group Inc.,44699-33437-AD
Dollar General Corporation,25093-62524-BH
Tuina,48286-58218-IL
La Marcelina,85756-65130-KL
Coirón,32791-13027-HB
Carola,83771-97279-MM
"Ellie Mae, Inc.",78454-34489-GK
"Chegg, Inc.",69777-43709-JG
SQM - Mapocho,57618-66614-KH
Torchmark Corporation,66984-99749-KF
First Trust Nasdaq Retail ETF,78649-96171-FJ
Silicon Motion Technology Corporation,21576-19351-BD
Candelaria,53232-58119-NB
Old Republic International Corporation,79705-58080-IB
Altamira,36901-79224-OH
Isla Riesco,32446-64904-EA
"Cleveland BioLabs, Inc.",75498-51396-MN
iShares 20+ Year Treasury Bond ETF,99681-10828-HH
"Destination XL Group, Inc.",71816-68356-MN
Nuveen Michigan Quality Municipal Income Fund,12876-21545-NN
First Trust Multi-Asset Diversified Income Index Fund,46701-26049-IG
PowerShares BuyBack Achievers Portfolio,20748-92931-GH
Pupunahue,77560-3369-DJ
Cummins Inc.,30101-42439-FB
Mantos Blancos,85372-94698-NJ
"ILG, Inc",37824-36744-LE
Lomas Bayas,42934-90117-DI
Entegra Financial Corp.,2795-84942-GL
"MasTec, Inc.",63482-68440-MH
First Trust South Korea AlphaDEX Fund,29169-75505-MN
AGCO Corporation,88196-6962-HJ
"Everspin Technologies, Inc.",59995-86529-LB
"Vectrus, Inc.",45633-9969-LG
Gabriela Mistral,63996-64561-DN
ACF - Lagunas,73119-28549-IE
Elkhorn Commodity Rotation Strategy ETF,58929-22539-DL
"Texas Capital Bancshares, Inc.",49779-79812-GO
BRF S.A.,53032-72530-HA
"Appliance Recycling Centers of America, Inc.",5872-56686-AH
Michilla,91130-26876-HN
Northrop Grumman Corporation,75071-66237-OK
"PrivateBancorp, Inc.",2591-4862-KD
NVIDIA Corporation,45311-22449-BO
"JA Solar Holdings, Co., Ltd.",51500-89203-LK
Choquelimpie,39056-42014-FD
Cowen Inc.,99289-90324-LG
Dos Amigos,91119-70123-ID
Texas Pacific Land Trust,39663-75222-KG
Westpac Banking Corporation,24849-71894-IO
San Gerónimo,61155-13408-OO
"Silicon Laboratories, Inc.",94747-89717-LB
Arenal,39938-95284-NM
"Arista Networks, Inc.",47122-34592-HL
Diageo plc,34633-65843-BF
Anheuser-Busch Inbev SA,33389-38571-OG
Royal Caribbean Cruises Ltd.,81528-96683-BH
Clifton Bancorp Inc.,23823-20319-AK
Regal Entertainment Group,28032-76043-AJ
Georgia Power Company,83200-67615-MB
Haldeman - Sagasca,16704-7788-DM
Escondida,39481-15365-DO
Nuveen Floating Rate Income Fund,41925-5570-GB
Altamira,40085-48345-IB
CMP - El Laco,18274-80387-HK
Del Fierro,41653-6853-EB
Novelion Therapeutics Inc.,80905-63449-FD
The9 Limited,28506-54599-BJ
AdvisorShares Market Adaptive Unconstrained Income ETF,67265-25958-EF
"Cyclacel Pharmaceuticals, Inc.",43492-15383-NL
Limoneira Co,31470-17427-BB
Janus Henderson Small Cap Growth Alpha ETF,11768-34377-HA
Cerro Blanco,72648-99432-GJ
Anheuser-Busch Inbev SA,89559-16950-OB
R.R. Donnelley & Sons Company,7250-61538-HB
Lomas Bayas,37535-65818-KB
Faride,69683-82838-II
El Volcán,59488-85792-HF
"NextEra Energy, Inc.",55764-23989-KB
Alliance National Municipal Income Fund Inc,22050-53525-AO
Algorta,92017-88429-KA
Franke,39090-60158-OO
Quebrada Blanca,14873-35906-DL
Credit Acceptance Corporation,27320-76848-JB
First Trust Multi-Asset Diversified Income Index Fund,5282-36518-KB
Zaldívar,71223-67211-OJ
San José,33042-77474-KM
El Volcán,34284-78676-MG
Diageo plc,24911-27607-FL
Northern Trust Corporation,21703-15999-KG
III de Atacama Minerals - Aguas Blancas,33767-66832-OL
Eagle Bulk Shipping Inc.,80791-97191-DK
Cerro Colorado,87229-63574-OE
Royal Caribbean Cruises Ltd.,42055-64660-MG
Hamilton Lane Incorporated,82843-72721-KB
Western Asset Bond Fund,7808-33420-MA
Great Plains Energy Inc,74942-71987-HM
EQT Corporation,19653-47974-BE
Marte Lobo,44663-45015-KM
EPR Properties,42274-6544-IB
AGCO Corporation,76226-7926-LN
Azul S.A.,70665-29267-OH
Yahoo! Inc.,8333-47506-EI
"Cleveland BioLabs, Inc.",31883-28551-BN
Tuina,1106-26207-BM
First Trust South Korea AlphaDEX Fund,76102-9412-GH
Ojos del Salado,49071-94302-EO
First Trust International Multi-Asset Diversified Income Index,70674-83512-DL
Caleta El Cobre,69522-2573-BG
Silicon Motion Technology Corporation,678-16701-LM
"Texas Capital Bancshares, Inc.",28694-22393-NA
"Fiserv, Inc.",27836-75493-HO
La Perla,32903-64893-BH
"Silicon Laboratories, Inc.",61707-22378-MD
B.O.S. Better Online Solutions,2056-42039-LB
"Silicon Laboratories, Inc.",6103-54330-FI
"Chegg, Inc.",38858-6603-MD
"Diamond Hill Investment Group, Inc.",71878-63629-IB
SQM - Pampa Blanca,78634-56082-NL
"German American Bancorp, Inc.",22677-68983-FB
Blackstone GSO Long Short Credit Income Fund,9454-39378-DE
"Silicon Laboratories, Inc.",38021-19202-OE
SQM - Nueva Victoria,26138-28956-MJ
Tuina,21049-77198-IB
Array BioPharma Inc.,47014-54148-KM
"Appliance Recycling Centers of America, Inc.",19276-69601-IE
Alliance National Municipal Income Fund Inc,14528-8533-AN
Nuveen Connecticut Quality Municipal Income Fund,59511-44645-JB
Azul S.A.,85575-34465-OB
Eaton Vance Corporation,19128-97879-LM
"support.com, Inc.",38274-30853-FA
AmerisourceBergen Corporation (Holding Co),22330-64840-FH
"Mirna Therapeutics, Inc.",47252-99683-ON
Tata Motors Ltd,21682-60202-DK
AmerisourceBergen Corporation (Holding Co),88315-98448-AN
Trongol,61099-9784-ON
Royal Caribbean Cruises Ltd.,32708-5150-IM
Pascua,77007-87529-FD
Garrison Capital Inc.,13994-69100-LF
"LTC Properties, Inc.",71888-72262-FM
"FairPoint Communications, Inc.",46463-96208-EE
Manantial,72995-19698-MN
Cerro Colorado,63694-4589-NI
Incyte Corporation,43830-14331-BB
Caserones,49583-20836-DB
Cordillera - Tenardita,82238-7870-EA
"Mid-America Apartment Communities, Inc.",69229-39107-IB
Ministro Hales,10987-31746-JD
"Clear Channel Outdoor Holdings, Inc.",12365-10844-MA
GlaxoSmithKline PLC,31719-26697-BN
Costamare Inc.,98994-55062-HI
Drive Shack Inc.,58144-2511-OF
El Peñón,59232-59377-OB
"Franklin Financial Network, Inc.",80423-99960-IF
E*TRADE Financial Corporation,17400-79049-OD
"Adams Diversified Equity Fund, Inc.",67223-28428-DI
"Enanta Pharmaceuticals, Inc.",45590-45359-GL
Zion Oil & Gas Inc,20919-16431-BL
Los Pelambres,82863-22547-FE
AdvisorShares Market Adaptive Unconstrained Income ETF,98209-47229-BJ
SQM - Nueva Victoria,32321-68828-BL
"Argos Therapeutics, Inc.",83751-19402-BK
"Urban One, Inc. ",50816-26855-KO
"MiMedx Group, Inc",11214-56326-BO
Randgold Resources Limited,32674-71910-JB
Diageo plc,96068-75360-IE
Del Fierro,20633-24913-MH
Jerónimo,73022-88831-IF
Special Opportunities Fund Inc.,10573-90807-MB
Radomiro Tomic,3275-53550-LF
Ceragon Networks Ltd.,96487-48523-BG
